plan_vector,condition_vector,training_class,exercise_count,exercise_names
"[0.8584468960762024, 0.31676173210144043, 0.39038193225860596, 0.40244343876838684, 0.25, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.25, 0.051020298153162, 0.14218127727508545, 0.17473845183849335, 0.9163723587989807, 0.9666039347648621, 0.8462731242179871, 0.6569101214408875]","[0.5259730815887451, 0.46682462096214294, 0.20554937422275543, 0.0, 0.0, 1.0, 1.0, 0.292667031288147, 0.0, 1.0, 0.0, 0.30875763297080994, 0.0, 0.0, 1.0, 0.5732481479644775, 0.25497543811798096, 0.6732779741287231, 0.5320855975151062, 0.39356929063796997, 0.9853428602218628, 0.3007737994194031, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,4,assisted hanging knee raise with throw down;hack calf raise;cable seated crunch;impossible dips
"[0.5980866551399231, 0.7588183879852295, 0.567894697189331, 0.6602433323860168, 0.0, 0.3333333432674408, 0.0, 0.3333333432674408, 0.0, 0.3333333432674408, 0.0, 0.0, 0.06901650130748749, 0.09301750361919403, 0.25036200881004333, 0.9507681727409363, 0.6671321392059326, 0.7160550951957703, 0.5121530294418335]","[0.22377684712409973, 0.34825408458709717, 0.6755882501602173, 1.0, 1.0, 0.0, 0.0, 0.33935388922691345, 0.0, 0.0, 0.0, 0.29385772347450256, 0.0, 0.0, 0.0, 0.18206381797790527, 0.7383070588111877, 0.6953922510147095, 0.5842105150222778, 0.37983381748199463, 0.9662249088287354, 0.6684385538101196, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,3,kettlebell pistol squat;dumbbell standing concentration curl;lever seated row
"[0.4236733913421631, 0.8177270293235779, 0.5317420363426208, 0.5869468450546265, 0.0, 0.3333333432674408, 0.0, 0.0, 0.0, 0.6666666865348816, 0.0, 0.0, 0.051311228424310684, 0.09265908598899841, 0.23999862372875214, 0.9939752221107483, 0.6997076272964478, 0.9424720406532288, 0.7231661081314087]","[0.3121395409107208, 0.30958905816078186, 0.7354921102523804, 1.0, 1.0, 0.0, 0.0, 0.25468242168426514, 0.0, 0.0, 1.0, 0.15924720466136932, 0.0, 0.0, 0.0, 0.26687586307525635, 0.4565389156341553, 0.6539941430091858, 0.5844761729240417, 0.41469845175743103, 0.9823372960090637, 0.5220130085945129, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,3,dumbbell palms in incline bench press;smith incline bench press;sled 45° leg press (side pov)
"[0.4258807599544525, 0.4829913377761841, 0.37363046407699585, 0.41301852464675903, 0.0, 0.3333333432674408, 0.1666666716337204, 0.0, 0.0, 0.3333333432674408, 0.1666666716337204, 0.0, 0.12189430743455887, 0.11302945762872696, 0.21235495805740356, 0.8526740074157715, 0.8580031394958496, 0.7816756367683411, 0.7885475158691406]","[0.48513075709342957, 0.3797036409378052, 0.3742738664150238, 0.0, 0.0, 1.0, 1.0, 0.31057626008987427, 1.0, 0.0, 0.0, 0.4195128083229065, 0.0, 0.0, 1.0, 0.6229527592658997, 0.15560734272003174, 0.5649056434631348, 0.4617912769317627, 0.39538344740867615, 0.9677770733833313, 0.5435786247253418, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,dumbbell over bench revers wrist curl;barbell seated overhead triceps extension;weighted hyperextension (on stability ball);hack calf raise;dumbbell standing concentration curl;smith leg press
"[0.2815123498439789, 0.6925175786018372, 0.37520813941955566, 0.6740075349807739, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0, 0.3333333432674408, 0.0, 0.0, 0.0, 0.05709864944219589, 0.11480159312486649, 0.19124163687229156, 0.5272377133369446, 0.9089016318321228, 0.5639962553977966, 0.9842289090156555]","[0.549821674823761, 0.4107556939125061, 0.520807683467865, 0.0, 1.0, 0.0, 0.0, 0.21612614393234253, 0.0, 0.0, 0.0, 0.19951748847961426, 0.0, 0.0, 0.0, 0.43389803171157837, 0.46604955196380615, 0.5656370520591736, 0.7396960854530334, 0.36722132563591003, 0.9843159317970276, 0.5484838485717773, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,barbell standing rocking leg calf raise;cable squatting curl;dumbbell lying single extension
"[0.6335324048995972, 0.667651355266571, 0.49773162603378296, 0.6497978568077087, 0.1666666716337204, 0.0, 0.3333333432674408, 0.0, 0.3333333432674408, 0.1666666716337204, 0.0, 0.0, 0.09288027882575989, 0.08000905811786652, 0.25489434599876404, 0.7148979306221008, 0.7474485039710999, 0.6305221319198608, 0.6352475881576538]","[0.33055245876312256, 0.2703307569026947, 0.4125438928604126, 0.0, 1.0, 0.0, 0.0, 0.05333090201020241, 0.0, 1.0, 0.0, 0.16970838606357574, 0.0, 0.0, 0.0, 0.32976844906806946, 0.6068995594978333, 0.49500036239624023, 0.6210523843765259, 0.3949204087257385, 0.9822311997413635, 0.5576071739196777, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,impossible dips;barbell standing close grip curl;cable seated crunch;lever front pulldown;barbell standing calf raise;cable seated curl
"[0.37533295154571533, 0.8754917979240417, 0.513860285282135, 0.36067596077919006, 0.0, 0.0, 0.3333333432674408, 0.0, 0.0, 0.6666666865348816, 0.0, 0.0, 0.12814752757549286, 0.11101432889699936, 0.2685350477695465, 0.7370067834854126, 0.6985597610473633, 0.6200699210166931, 0.569269597530365]","[0.36443957686424255, 0.2839604914188385, 0.8197548389434814, 1.0, 0.0, 0.0, 0.0, 0.29041334986686707, 0.0, 0.0, 0.0, 0.20855849981307983, 0.0, 0.0, 0.0, 0.43505728244781494, 0.582912802696228, 0.4837304353713989, 0.6510521769523621, 0.3965440094470978, 0.986094057559967, 0.5088476538658142, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,3,barbell seated overhead triceps extension;sled 45° leg press (side pov);lever front pulldown
"[0.536646842956543, 0.9944002628326416, 0.6920858025550842, 0.7942599058151245, 0.0, 0.25, 0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.05790536478161812, 0.05107716843485832, 0.12793315947055817, 0.8343587517738342, 0.8673214912414551, 0.5399475693702698, 0.8002517819404602]","[0.21125143766403198, 0.28371137380599976, 0.8054261803627014, 1.0, 1.0, 0.0, 0.0, 0.24220407009124756, 0.0, 0.0, 0.0, 0.231458842754364, 0.0, 0.0, 0.0, 0.1857631802558899, 0.5548999905586243, 0.5614140033721924, 0.7034820318222046, 0.3230774700641632, 0.9645982384681702, 0.4037139415740967, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,4,dumbbell standing concentration curl;smith incline bench press;cable squatting curl;sled 45° leg press (side pov)
"[0.8675624132156372, 0.46531638503074646, 0.3746804893016815, 0.6474213004112244, 0.0, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0855926051735878, 0.13083352148532867, 0.12805292010307312, 0.9551277160644531, 0.9844872355461121, 0.7901108860969543, 0.6491356492042542]","[0.5317330956459045, 0.47017553448677063, 0.398509681224823, 0.0, 0.0, 1.0, 1.0, 0.33552801609039307, 0.0, 0.0, 1.0, 0.3179266154766083, 0.0, 1.0, 1.0, 0.6280069351196289, 0.24376368522644043, 0.6397013068199158, 0.6122902035713196, 0.3392598330974579, 0.9833254218101501, 0.3236832618713379, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,4,cable seated crunch;assisted hanging knee raise with throw down;dumbbell reverse spider curl;dumbbell one arm hammer preacher curl
"[0.7236037850379944, 0.6317969560623169, 0.32791972160339355, 0.448269248008728, 0.0, 0.3333333432674408, 0.1666666716337204, 0.1666666716337204, 0.0, 0.1666666716337204, 0.1666666716337204, 0.0, 0.07972130924463272, 0.05803093686699867, 0.21876806020736694, 0.5212803483009338, 0.7233958840370178, 0.6056153178215027, 0.6381881833076477]","[0.5228959918022156, 0.26250049471855164, 0.4783279299736023, 0.0, 1.0, 0.0, 0.0, 0.1074700579047203, 0.0, 1.0, 0.0, 0.010089116171002388, 0.0, 0.0, 0.0, 0.5843770503997803, 0.5200847387313843, 0.5151887536048889, 0.7927690744400024, 0.35297948122024536, 0.9619134068489075, 0.5557186603546143, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,weighted hyperextension (on stability ball);kettlebell pistol squat;barbell incline bench press;dumbbell over bench revers wrist curl;dumbbell one arm upright row;lever seated row
"[0.6266627907752991, 0.9600883722305298, 0.3920214772224426, 0.8266802430152893, 0.0, 0.1666666716337204, 0.0, 0.0, 0.3333333432674408, 0.0, 0.3333333432674408, 0.1666666716337204, 0.05090722814202309, 0.05065815523266792, 0.17543958127498627, 0.6039786338806152, 0.7733867168426514, 0.6281256079673767, 0.9287171363830566]","[0.33146533370018005, 0.4296146631240845, 0.45884135365486145, 0.0, 1.0, 0.0, 0.0, 0.09806592762470245, 0.0, 0.0, 0.0, 0.19995509088039398, 0.0, 0.0, 0.0, 0.5739170908927917, 0.5804259777069092, 0.5062845945358276, 0.7551773190498352, 0.40534746646881104, 0.9822899699211121, 0.6089859008789062, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,cable seated curl;assisted hanging knee raise with throw down;dumbbell standing concentration curl;cable decline fly;weighted hyperextension (on stability ball);weighted side bend (on stability ball)
"[0.7179808020591736, 0.6812841892242432, 0.6894171833992004, 0.47771164774894714, 0.0, 0.0, 0.3333333432674408, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.09637200087308884, 0.09152781218290329, 0.2967545986175537, 0.8921512365341187, 0.6268547177314758, 0.6066856384277344, 0.9356905817985535]","[0.48787471652030945, 0.2914888560771942, 0.5932866334915161, 0.0, 1.0, 0.0, 0.0, 0.1965654492378235, 0.0, 1.0, 0.0, 0.11984838545322418, 0.0, 0.0, 0.0, 0.5204963088035583, 0.5602367520332336, 0.7033280730247498, 0.6684273481369019, 0.3561711013317108, 0.9656575322151184, 0.6047124266624451, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,cable decline fly;barbell incline bench press;sled 45° leg press (side pov)
"[0.36727917194366455, 0.43812331557273865, 0.5023722648620605, 0.47937434911727905, 0.0, 0.5, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.13204623758792877, 0.09657175093889236, 0.12092528492212296, 0.5695652365684509, 0.6200268268585205, 0.5240961313247681, 0.5365312099456787]","[0.6072397232055664, 0.38365843892097473, 0.3830892741680145, 0.0, 0.0, 1.0, 1.0, 0.2441050261259079, 0.0, 0.0, 0.0, 0.3996484577655792, 0.0, 0.0, 1.0, 0.714506208896637, 0.34572508931159973, 0.7256070971488953, 0.4579369127750397, 0.34564679861068726, 0.9860169887542725, 0.5008333325386047, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,4,dumbbell front raise;cable seated curl;dumbbell standing concentration curl;barbell standing close grip curl
"[0.6603420972824097, 0.4555004835128784, 0.5945331454277039, 0.6501625776290894, 0.0, 0.1666666716337204, 0.1666666716337204, 0.0, 0.1666666716337204, 0.1666666716337204, 0.3333333432674408, 0.0, 0.053076136857271194, 0.09474676847457886, 0.2167520523071289, 0.8321855664253235, 0.7811686396598816, 0.5904026031494141, 0.5121566653251648]","[0.3645605742931366, 0.5368115305900574, 0.32716792821884155, 0.0, 0.0, 1.0, 1.0, 0.28262320160865784, 0.0, 0.0, 1.0, 0.39159607887268066, 0.0, 0.0, 1.0, 0.7004605531692505, 0.3709808588027954, 0.7513123154640198, 0.42987707257270813, 0.30864715576171875, 0.9702087044715881, 0.2617337107658386, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,smith incline bench press;weighted side bend (on stability ball);cable seated curl;dumbbell standing concentration curl;barbell standing rocking leg calf raise;weighted hyperextension (on stability ball)
"[0.6228001117706299, 0.8402629494667053, 0.37932920455932617, 0.3026949167251587, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050762955099344254, 0.07251759618520737, 0.1486172378063202, 0.9914321899414062, 0.7506834268569946, 0.9985300302505493, 0.7230280041694641]","[0.3927474319934845, 0.36486825346946716, 0.5827340483665466, 0.0, 1.0, 0.0, 0.0, 0.2353261262178421, 0.0, 0.0, 1.0, 0.002037743804976344, 0.0, 0.0, 0.0, 0.28067252039909363, 0.5296857357025146, 0.6622782349586487, 0.5766914486885071, 0.3386220932006836, 0.975214421749115, 0.6814103722572327, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,barbell seated overhead triceps extension;dumbbell front raise;bent knee lying twist (male)
"[0.7848727107048035, 0.30091142654418945, 0.47776463627815247, 0.6258734464645386, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.4000000059604645, 0.0, 0.0, 0.09280326217412949, 0.10981567949056625, 0.22458423674106598, 0.5444759726524353, 0.97201007604599, 0.6707808971405029, 0.8840190172195435]","[0.6280280351638794, 0.519045352935791, 0.3715769052505493, 0.0, 0.0, 1.0, 1.0, 0.2333214282989502, 0.0, 0.0, 0.0, 0.37874725461006165, 0.0, 0.0, 1.0, 0.7457268834114075, 0.2790529429912567, 0.6029722094535828, 0.47440508008003235, 0.36847367882728577, 0.9851289987564087, 0.47956711053848267, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,impossible dips;barbell standing calf raise;dumbbell palms in incline bench press;lever seated row;hack calf raise
"[0.6403006315231323, 0.648249089717865, 0.34260275959968567, 0.5146108865737915, 0.0, 0.5, 0.1666666716337204, 0.0, 0.0, 0.3333333432674408, 0.0, 0.0, 0.07212270796298981, 0.11028315871953964, 0.19471623003482819, 0.5434938669204712, 0.6521222591400146, 0.84385746717453, 0.7070519328117371]","[0.3123108744621277, 0.287362664937973, 0.5176699757575989, 0.0, 1.0, 0.0, 0.0, 0.23415224254131317, 0.0, 1.0, 0.0, 0.158628910779953, 0.0, 0.0, 0.0, 0.5856649875640869, 0.4084521234035492, 0.5720664858818054, 0.5948078036308289, 0.33016300201416016, 0.9631788730621338, 0.48285403847694397, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,lever front pulldown;dumbbell front raise;dumbbell palms in incline bench press;dumbbell one arm upright row;barbell seated overhead triceps extension;lever seated row
"[0.6618565917015076, 0.6283604502677917, 0.5874748229980469, 0.6598089337348938, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.14224722981452942, 0.13779830932617188, 0.21033188700675964, 0.7748968005180359, 0.9466249942779541, 0.7953004837036133, 0.5181474089622498]","[0.316393107175827, 0.31421762704849243, 0.5873535871505737, 0.0, 1.0, 0.0, 0.0, 0.16960854828357697, 1.0, 0.0, 0.0, 0.07394862920045853, 0.0, 0.0, 0.0, 0.59129399061203, 0.571510910987854, 0.5043546557426453, 0.7957556247711182, 0.30044469237327576, 0.9744717478752136, 0.5535213947296143, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,cable squatting curl;cable decline fly;dumbbell one arm hammer preacher curl;dumbbell palms in incline bench press
"[0.2682156562805176, 0.5338330864906311, 0.35080069303512573, 0.5529577136039734, 0.0, 0.1428571492433548, 0.2857142984867096, 0.0, 0.1428571492433548, 0.2857142984867096, 0.0, 0.1428571492433548, 0.07428060472011566, 0.09053758531808853, 0.29515957832336426, 0.7102317214012146, 0.792129635810852, 0.5480291843414307, 0.6751552820205688]","[0.3279587924480438, 0.33467620611190796, 0.5846691131591797, 0.0, 1.0, 0.0, 0.0, 0.18052418529987335, 1.0, 0.0, 0.0, 0.1649729609489441, 0.0, 0.0, 0.0, 0.20646169781684875, 0.625571072101593, 0.46423086524009705, 0.7329832911491394, 0.3801117241382599, 0.9782639145851135, 0.7044825553894043, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,cable seated curl;dumbbell reverse spider curl;assisted hanging knee raise with throw down;barbell standing rocking leg calf raise;smith leg press;barbell incline bench press;lever front pulldown
"[0.6208178400993347, 0.8073272109031677, 0.30033257603645325, 0.8571199774742126, 0.0, 0.20000000298023224, 0.0, 0.0, 0.20000000298023224, 0.4000000059604645, 0.20000000298023224, 0.0, 0.10069631785154343, 0.11886556446552277, 0.14482559263706207, 0.8868119120597839, 0.8811907768249512, 0.8872751593589783, 0.9105966091156006]","[0.36930036544799805, 0.3556146025657654, 0.5001888275146484, 0.0, 1.0, 0.0, 0.0, 0.2017953097820282, 1.0, 0.0, 0.0, 0.005917935166507959, 0.0, 1.0, 0.0, 0.325458288192749, 0.5875198245048523, 0.5459213852882385, 0.5511831641197205, 0.3287457227706909, 0.9631631970405579, 0.6968221068382263, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,lever front pulldown;weighted side bend (on stability ball);dumbbell front raise;hack calf raise;cable seated crunch
"[0.8148545622825623, 0.3637412190437317, 0.3942844569683075, 0.37005123496055603, 0.0, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, 0.20000000298023224, 0.0, 0.07288937270641327, 0.10976497083902359, 0.24315166473388672, 0.847778856754303, 0.8599797487258911, 0.8979777097702026, 0.7853766679763794]","[0.4468759596347809, 0.4509536623954773, 0.3923421800136566, 0.0, 0.0, 1.0, 1.0, 0.3272298276424408, 0.0, 0.0, 0.0, 0.3987479507923126, 0.0, 0.0, 1.0, 0.8935675621032715, 0.3313426673412323, 0.6625766158103943, 0.6620294451713562, 0.359893798828125, 0.974208652973175, 0.46306198835372925, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,dumbbell front raise;kettlebell pistol squat;lever front pulldown;weighted side bend (on stability ball);barbell standing calf raise
"[0.3219913840293884, 0.9739265441894531, 0.3470727801322937, 0.5140532851219177, 0.0, 0.2857142984867096, 0.0, 0.1428571492433548, 0.2857142984867096, 0.2857142984867096, 0.0, 0.0, 0.09220413863658905, 0.09688102453947067, 0.25518906116485596, 0.7053357362747192, 0.7677066326141357, 0.5097554922103882, 0.7253139615058899]","[0.2050354927778244, 0.2871052324771881, 0.9108895659446716, 1.0, 0.0, 0.0, 0.0, 0.21199104189872742, 0.0, 0.0, 0.0, 0.1155690997838974, 0.0, 0.0, 0.0, 0.08665968477725983, 0.530160129070282, 0.5453663468360901, 0.6906856298446655, 0.3697439134120941, 0.9882807731628418, 0.4916486442089081, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,7,dumbbell over bench revers wrist curl;cable seated curl;dumbbell one arm upright row;cable seated crunch;kettlebell pistol squat;lever seated row;smith incline bench press
"[0.23493650555610657, 0.9341982007026672, 0.6987734436988831, 0.6966652274131775, 0.0, 0.0, 0.0, 0.3333333432674408, 0.0, 0.6666666865348816, 0.0, 0.0, 0.1438779979944229, 0.08594420552253723, 0.24053464829921722, 0.5265238881111145, 0.7409957051277161, 0.9046250581741333, 0.5250253677368164]","[0.31137901544570923, 0.2572348117828369, 0.9072503447532654, 1.0, 0.0, 0.0, 0.0, 0.21453620493412018, 0.0, 0.0, 0.0, 0.07096941769123077, 0.0, 0.0, 0.0, 0.24251307547092438, 0.5821231603622437, 0.4833676218986511, 0.8413873314857483, 0.3952588737010956, 0.9685524106025696, 0.6168477535247803, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,3,lever front pulldown;kettlebell pistol squat;sled 45° leg press (side pov)
"[0.8297809958457947, 0.6542316675186157, 0.6730198860168457, 0.37057071924209595, 0.0, 0.0, 0.0, 0.0, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.0, 0.059239573776721954, 0.08198781311511993, 0.24090301990509033, 0.7678266763687134, 0.7539513111114502, 0.7313509583473206, 0.8648653626441956]","[0.34579557180404663, 0.39168500900268555, 0.4042530357837677, 0.0, 1.0, 0.0, 0.0, 0.22603756189346313, 0.0, 1.0, 0.0, 0.02258714661002159, 0.0, 0.0, 0.0, 0.5953210592269897, 0.620820164680481, 0.4994112551212311, 0.6149830222129822, 0.43169236183166504, 0.9660824537277222, 0.5405074954032898, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,smith leg press;weighted side bend (on stability ball);cable decline fly
"[0.48866283893585205, 0.5126661658287048, 0.6041349172592163, 0.4822830855846405, 0.1666666716337204, 0.3333333432674408, 0.1666666716337204, 0.0, 0.0, 0.1666666716337204, 0.0, 0.1666666716337204, 0.06836321949958801, 0.10389669239521027, 0.2278200387954712, 0.8441832661628723, 0.6920480728149414, 0.7687094807624817, 0.8386421799659729]","[0.4723818004131317, 0.36866235733032227, 0.5620287656784058, 0.0, 1.0, 0.0, 0.0, 0.2050963044166565, 0.0, 0.0, 0.0, 0.03556513786315918, 0.0, 0.0, 0.0, 0.27302834391593933, 0.3867897093296051, 0.7050853967666626, 0.5511459708213806, 0.3836685121059418, 0.9861865043640137, 0.5002487301826477, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,dumbbell one arm hammer preacher curl;smith leg press;dumbbell front raise;barbell incline bench press;bent knee lying twist (male);assisted hanging knee raise with throw down
"[0.2924310266971588, 0.37613537907600403, 0.47537001967430115, 0.7964450716972351, 0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.25, 0.0, 0.1091669499874115, 0.07310796529054642, 0.1413768082857132, 0.5389330983161926, 0.5390111804008484, 0.753487229347229, 0.5975304841995239]","[0.550139307975769, 0.3873259127140045, 0.3968285322189331, 0.0, 0.0, 1.0, 1.0, 0.3478936553001404, 0.0, 0.0, 1.0, 0.4001958668231964, 0.0, 0.0, 1.0, 0.5744773149490356, 0.3291052281856537, 0.5209751725196838, 0.5814387202262878, 0.37662947177886963, 0.9707275629043579, 0.2770800292491913, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,4,barbell wrist curl v. 2;cable squatting curl;lever seated row;weighted side bend (on stability ball)
